车次,日期.y,车站.y,实际到达.y,实际出发.y,图定到达.y,图定出发.y,轨道.y
G1016,2015-06-09,英德西,2015-6-9 9:26,2015-6-9 9:26,2015-6-9 9:28,2015-6-9 9:28,II道
G1114,2015-06-09,英德西,2015-6-9 9:31,2015-6-9 9:31,2015-6-9 9:34,2015-6-9 9:34,II道
G836,2015-06-09,英德西,2015-6-9 9:38,2015-6-9 9:38,2015-6-9 9:40,2015-6-9 9:40,II道
G1032,2015-06-09,英德西,2015-6-9 9:50,2015-6-9 9:50,2015-6-9 9:48,2015-6-9 9:48,II道
G6024,2015-06-09,英德西,2015-6-9 9:58,2015-6-9 10:00,2015-6-9 9:56,2015-6-9 9:58,4道
G1006,2015-06-09,英德西,2015-6-9 10:05,2015-6-9 10:05,2015-6-9 10:06,2015-6-9 10:06,II道
G6116,2015-06-09,英德西,2015-6-9 10:11,2015-6-9 10:11,2015-6-9 10:12,2015-6-9 10:12,II道
G832,2015-06-09,英德西,2015-6-9 10:21,2015-6-9 10:23,2015-6-9 10:22,2015-6-9 10:24,4道
G6012,2015-06-09,英德西,2015-6-9 10:32,2015-6-9 10:32,2015-6-9 10:33,2015-6-9 10:33,II道
G74,2015-06-09,英德西,2015-6-9 10:35,2015-6-9 10:35,2015-6-9 10:38,2015-6-9 10:38,II道
G636,2015-06-09,英德西,2015-6-9 10:44,2015-6-9 10:44,2015-6-9 10:45,2015-6-9 10:45,II道
G86,2015-06-09,英德西,2015-6-9 10:50,2015-6-9 10:52,2015-6-9 10:52,2015-6-9 10:54,4道
G1402,2015-06-09,英德西,2015-6-9 11:01,2015-6-9 11:01,2015-6-9 11:03,2015-6-9 11:03,II道
G6122,2015-06-09,英德西,2015-6-9 11:06,2015-6-9 11:06,2015-6-9 11:08,2015-6-9 11:08,II道
G532,2015-06-09,英德西,2015-6-9 11:11,2015-6-9 11:11,2015-6-9 11:13,2015-6-9 11:13,II道
G1404,2015-06-09,英德西,2015-6-9 11:26,2015-6-9 11:26,2015-6-9 11:25,2015-6-9 11:25,II道
G1014,2015-06-09,英德西,2015-6-9 11:30,2015-6-9 11:30,2015-6-9 11:30,2015-6-9 11:30,II道
G280,2015-06-09,英德西,2015-6-9 11:36,2015-6-9 11:38,2015-6-9 11:38,2015-6-9 11:40,4道
G6112,2015-06-09,英德西,2015-6-9 11:47,2015-6-9 11:47,2015-6-9 11:48,2015-6-9 11:48,II道
G96,2015-06-09,英德西,2015-6-9 11:55,2015-6-9 11:55,2015-6-9 11:56,2015-6-9 11:56,II道
G6152,2015-06-09,英德西,2015-6-9 12:04,2015-6-9 12:04,2015-6-9 12:03,2015-6-9 12:03,II道
G6014,2015-06-09,英德西,2015-6-9 12:20,2015-6-9 12:20,2015-6-9 12:21,2015-6-9 12:21,II道
G1008,2015-06-09,英德西,2015-6-9 12:28,2015-6-9 12:28,2015-6-9 12:27,2015-6-9 12:27,II道
G6114,2015-06-09,英德西,2015-6-9 12:32,2015-6-9 12:32,2015-6-9 12:33,2015-6-9 12:33,II道
G1304,2015-06-09,英德西,2015-6-9 12:40,2015-6-9 12:41,2015-6-9 12:41,2015-6-9 12:43,4道
G68,2015-06-09,英德西,2015-6-9 12:52,2015-6-9 12:52,2015-6-9 12:50,2015-6-9 12:50,II道
G1126,2015-06-09,英德西,2015-6-9 12:58,2015-6-9 12:58,2015-6-9 12:57,2015-6-9 12:57,II道
G1130,2015-06-09,英德西,2015-6-9 13:02,2015-6-9 13:02,2015-6-9 13:03,2015-6-9 13:03,II道
G6026,2015-06-09,英德西,2015-6-9 13:16,2015-6-9 13:16,2015-6-9 13:17,2015-6-9 13:17,II道
G6022,2015-06-09,英德西,2015-6-9 13:23,2015-6-9 13:23,2015-6-9 13:23,2015-6-9 13:23,II道
G1120,2015-06-09,英德西,2015-6-9 13:43,2015-6-9 13:43,2015-6-9 13:44,2015-6-9 13:44,II道
G1302,2015-06-09,英德西,2015-6-9 13:48,2015-6-9 13:48,2015-6-9 13:50,2015-6-9 13:50,II道
G6102,2015-06-09,英德西,2015-6-9 13:54,2015-6-9 13:54,2015-6-9 13:56,2015-6-9 13:56,II道
G546,2015-06-09,英德西,2015-6-9 14:02,2015-6-9 14:02,2015-6-9 14:02,2015-6-9 14:02,II道
G1140,2015-06-09,英德西,2015-6-9 14:07,2015-6-9 14:07,2015-6-9 14:08,2015-6-9 14:08,II道
G1018,2015-06-09,英德西,2015-6-9 14:22,2015-6-9 14:22,2015-6-9 14:24,2015-6-9 14:24,II道
G6020,2015-06-09,英德西,2015-6-9 14:30,2015-6-9 14:33,2015-6-9 14:32,2015-6-9 14:34,4道
G1406,2015-06-09,英德西,2015-6-9 14:41,2015-6-9 14:41,2015-6-9 14:42,2015-6-9 14:42,II道
G312,2015-06-09,英德西,2015-6-9 14:47,2015-6-9 14:47,2015-6-9 14:47,2015-6-9 14:47,II道
G544,2015-06-09,英德西,2015-6-9 15:04,2015-6-9 15:04,2015-6-9 15:07,2015-6-9 15:07,II道
G1136,2015-06-09,英德西,2015-6-9 15:11,2015-6-9 15:11,2015-6-9 15:12,2015-6-9 15:12,II道
G822,2015-06-09,英德西,2015-6-9 15:27,2015-6-9 15:27,2015-6-9 15:26,2015-6-9 15:26,II道
G826,2015-06-09,英德西,2015-6-9 15:34,2015-6-9 15:35,2015-6-9 15:33,2015-6-9 15:35,4道
G6018,2015-06-09,英德西,2015-6-9 15:42,2015-6-9 15:42,2015-6-9 15:44,2015-6-9 15:44,II道
G840,2015-06-09,英德西,2015-6-9 15:52,2015-6-9 15:52,2015-6-9 15:52,2015-6-9 15:52,II道
G1010,2015-06-09,英德西,2015-6-9 15:57,2015-6-9 15:57,2015-6-9 15:59,2015-6-9 15:59,II道
G6146,2015-06-09,英德西,2015-6-9 16:05,2015-6-9 16:05,2015-6-9 16:06,2015-6-9 16:06,II道
G6142,2015-06-09,英德西,2015-6-9 16:11,2015-6-9 16:11,2015-6-9 16:12,2015-6-9 16:12,II道
G6120,2015-06-09,英德西,2015-6-9 16:18,2015-6-9 16:18,2015-6-9 16:19,2015-6-9 16:19,II道
G1004,2015-06-09,英德西,2015-6-9 16:32,2015-6-9 16:32,2015-6-9 16:33,2015-6-9 16:33,II道
G72,2015-06-09,英德西,2015-6-9 16:36,2015-6-9 16:36,2015-6-9 16:38,2015-6-9 16:38,II道
G6132,2015-06-09,英德西,2015-6-9 16:46,2015-6-9 16:47,2015-6-9 16:48,2015-6-9 16:50,4道
G818,2015-06-09,英德西,2015-6-9 17:05,2015-6-9 17:05,2015-6-9 17:03,2015-6-9 17:03,II道
G6104,2015-06-09,英德西,2015-6-9 17:08,2015-6-9 17:08,2015-6-9 17:08,2015-6-9 17:08,II道
G554,2015-06-09,英德西,2015-6-9 17:13,2015-6-9 17:13,2015-6-9 17:15,2015-6-9 17:15,II道
G78,2015-06-09,英德西,2015-6-9 17:22,2015-6-9 17:24,2015-6-9 17:23,2015-6-9 17:25,4道
G1138,2015-06-09,英德西,2015-6-9 17:31,2015-6-9 17:31,2015-6-9 17:32,2015-6-9 17:32,II道
G632,2015-06-09,英德西,2015-6-9 17:39,2015-6-9 17:41,2015-6-9 17:41,2015-6-9 17:43,4道
G6110,2015-06-09,英德西,2015-6-9 17:52,2015-6-9 17:52,2015-6-9 17:52,2015-6-9 17:52,II道
G1012,2015-06-09,英德西,2015-6-9 17:57,2015-6-9 17:57,2015-6-9 17:57,2015-6-9 17:57,II道
G1020,2015-06-09,英德西,2015-6-9 18:01,2015-6-9 18:01,2015-6-9 18:03,2015-6-9 18:03,II道
G1102,2015-06-09,英德西,2015-6-9 18:19,2015-6-9 18:19,2015-6-9 18:20,2015-6-9 18:20,II道
G1022,2015-06-09,英德西,2015-6-9 18:25,2015-6-9 18:25,2015-6-9 18:26,2015-6-9 18:26,II道
G6108,2015-06-09,英德西,2015-6-9 18:35,2015-6-9 18:35,2015-6-9 18:37,2015-6-9 18:37,II道
G634,2015-06-09,英德西,2015-6-9 18:42,2015-6-9 18:42,2015-6-9 18:43,2015-6-9 18:43,II道
G6118,2015-06-09,英德西,2015-6-9 18:51,2015-6-9 18:51,2015-6-9 18:50,2015-6-9 18:50,II道
G6016,2015-06-09,英德西,2015-6-9 19:10,2015-6-9 19:10,2015-6-9 19:10,2015-6-9 19:10,II道
G80,2015-06-09,英德西,2015-6-9 19:39,2015-6-9 19:39,2015-6-9 19:33,2015-6-9 19:33,II道
G552,2015-06-09,英德西,2015-6-9 19:50,2015-6-9 19:50,2015-6-9 19:46,2015-6-9 19:46,II道
G548,2015-06-09,英德西,2015-6-9 19:53,2015-6-9 19:53,2015-6-9 19:53,2015-6-9 19:53,II道
G542,2015-06-09,英德西,2015-6-9 20:20,2015-6-9 20:20,2015-6-9 20:21,2015-6-9 20:21,II道
G70,2015-06-09,英德西,2015-6-9 20:27,2015-6-9 20:27,2015-6-9 20:27,2015-6-9 20:27,II道
G1112,2015-06-09,英德西,2015-6-9 21:15,2015-6-9 21:17,2015-6-9 21:16,2015-6-9 21:18,4道
G94,2015-06-09,英德西,2015-6-9 21:31,2015-6-9 21:31,2015-6-9 21:33,2015-6-9 21:33,II道
G1108,2015-06-10,英德西,2015-6-10 7:08,2015-6-10 7:08,2015-6-10 7:09,2015-6-10 7:09,II道
G638,2015-06-10,英德西,2015-6-10 7:18,2015-6-10 7:18,2015-6-10 7:20,2015-6-10 7:20,II道
G1132,2015-06-10,英德西,2015-6-10 7:31,2015-6-10 7:31,2015-6-10 7:33,2015-6-10 7:33,II道
G1002,2015-06-10,英德西,2015-6-10 7:38,2015-6-10 7:38,2015-6-10 7:39,2015-6-10 7:39,II道
G1128,2015-06-10,英德西,2015-6-10 7:50,2015-6-10 7:50,2015-6-10 7:51,2015-6-10 7:51,II道
G1104,2015-06-10,英德西,2015-6-10 7:55,2015-6-10 7:55,2015-6-10 7:56,2015-6-10 7:56,II道
G1118,2015-06-10,英德西,2015-6-10 8:04,2015-6-10 8:04,2015-6-10 8:06,2015-6-10 8:06,II道
G1306,2015-06-10,英德西,2015-6-10 8:11,2015-6-10 8:11,2015-6-10 8:13,2015-6-10 8:13,II道
G1134,2015-06-10,英德西,2015-6-10 8:17,2015-6-10 8:17,2015-6-10 8:19,2015-6-10 8:19,II道
G76,2015-06-10,英德西,2015-6-10 8:23,2015-6-10 8:23,2015-6-10 8:26,2015-6-10 8:26,II道
G6002,2015-06-10,英德西,2015-6-10 8:32,2015-6-10 8:32,2015-6-10 8:33,2015-6-10 8:33,II道
G1110,2015-06-10,英德西,2015-6-10 8:50,2015-6-10 8:50,2015-6-10 8:51,2015-6-10 8:51,II道
G6106,2015-06-10,英德西,2015-6-10 8:57,2015-6-10 8:57,2015-6-10 8:57,2015-6-10 8:57,II道
G66,2015-06-10,英德西,2015-6-10 9:02,2015-6-10 9:02,2015-6-10 9:01,2015-6-10 9:01,II道
G1106,2015-06-10,英德西,2015-6-10 9:07,2015-6-10 9:07,2015-6-10 9:08,2015-6-10 9:08,II道
G276,2015-06-10,英德西,2015-6-10 9:14,2015-6-10 9:18,2015-6-10 9:17,2015-6-10 9:19,4道
G1016,2015-06-10,英德西,2015-6-10 9:26,2015-6-10 9:26,2015-6-10 9:28,2015-6-10 9:28,II道
G1114,2015-06-10,英德西,2015-6-10 9:31,2015-6-10 9:31,2015-6-10 9:34,2015-6-10 9:34,II道
G836,2015-06-10,英德西,2015-6-10 9:38,2015-6-10 9:38,2015-6-10 9:40,2015-6-10 9:40,II道
G1032,2015-06-10,英德西,2015-6-10 9:46,2015-6-10 9:46,2015-6-10 9:48,2015-6-10 9:48,II道
G6024,2015-06-10,英德西,2015-6-10 9:55,2015-6-10 9:57,2015-6-10 9:56,2015-6-10 9:58,4道
G1006,2015-06-10,英德西,2015-6-10 10:04,2015-6-10 10:04,2015-6-10 10:06,2015-6-10 10:06,II道
G6116,2015-06-10,英德西,2015-6-10 10:11,2015-6-10 10:11,2015-6-10 10:12,2015-6-10 10:12,II道
G832,2015-06-10,英德西,2015-6-10 10:22,2015-6-10 10:23,2015-6-10 10:22,2015-6-10 10:24,4道
G6012,2015-06-10,英德西,2015-6-10 10:32,2015-6-10 10:32,2015-6-10 10:33,2015-6-10 10:33,II道
G74,2015-06-10,英德西,2015-6-10 10:36,2015-6-10 10:36,2015-6-10 10:38,2015-6-10 10:38,II道
G636,2015-06-10,英德西,2015-6-10 10:45,2015-6-10 10:45,2015-6-10 10:45,2015-6-10 10:45,II道
G86,2015-06-10,英德西,2015-6-10 10:52,2015-6-10 10:53,2015-6-10 10:52,2015-6-10 10:54,4道
G1402,2015-06-10,英德西,2015-6-10 11:02,2015-6-10 11:02,2015-6-10 11:03,2015-6-10 11:03,II道
G6122,2015-06-10,英德西,2015-6-10 11:06,2015-6-10 11:06,2015-6-10 11:08,2015-6-10 11:08,II道
G532,2015-06-10,英德西,2015-6-10 11:11,2015-6-10 11:11,2015-6-10 11:13,2015-6-10 11:13,II道
G1404,2015-06-10,英德西,2015-6-10 11:26,2015-6-10 11:26,2015-6-10 11:25,2015-6-10 11:25,II道
G1014,2015-06-10,英德西,2015-6-10 11:31,2015-6-10 11:31,2015-6-10 11:30,2015-6-10 11:30,II道
G280,2015-06-10,英德西,2015-6-10 11:37,2015-6-10 11:38,2015-6-10 11:38,2015-6-10 11:40,4道
G6112,2015-06-10,英德西,2015-6-10 11:47,2015-6-10 11:47,2015-6-10 11:48,2015-6-10 11:48,II道
G96,2015-06-10,英德西,2015-6-10 11:56,2015-6-10 11:56,2015-6-10 11:56,2015-6-10 11:56,II道
G6152,2015-06-10,英德西,2015-6-10 12:02,2015-6-10 12:02,2015-6-10 12:03,2015-6-10 12:03,II道
G6014,2015-06-10,英德西,2015-6-10 12:22,2015-6-10 12:22,2015-6-10 12:21,2015-6-10 12:21,II道
G1008,2015-06-10,英德西,2015-6-10 12:33,2015-6-10 12:33,2015-6-10 12:27,2015-6-10 12:27,II道
G6114,2015-06-10,英德西,2015-6-10 12:37,2015-6-10 12:37,2015-6-10 12:33,2015-6-10 12:33,II道
G1304,2015-06-10,英德西,2015-6-10 12:43,2015-6-10 12:44,2015-6-10 12:41,2015-6-10 12:43,4道
G68,2015-06-10,英德西,2015-6-10 12:53,2015-6-10 12:53,2015-6-10 12:50,2015-6-10 12:50,II道
G1126,2015-06-10,英德西,2015-6-10 13:00,2015-6-10 13:00,2015-6-10 12:57,2015-6-10 12:57,II道
G1130,2015-06-10,英德西,2015-6-10 13:03,2015-6-10 13:03,2015-6-10 13:03,2015-6-10 13:03,II道
G6022,2015-06-10,英德西,2015-6-10 13:22,2015-6-10 13:22,2015-6-10 13:23,2015-6-10 13:23,II道
G6026,2015-06-10,英德西,2015-6-10 13:27,2015-6-10 13:27,2015-6-10 13:17,2015-6-10 13:17,II道
G1120,2015-06-10,英德西,2015-6-10 13:44,2015-6-10 13:44,2015-6-10 13:44,2015-6-10 13:44,II道
G1302,2015-06-10,英德西,2015-6-10 13:48,2015-6-10 13:48,2015-6-10 13:50,2015-6-10 13:50,II道
G6102,2015-06-10,英德西,2015-6-10 13:55,2015-6-10 13:55,2015-6-10 13:56,2015-6-10 13:56,II道
G546,2015-06-10,英德西,2015-6-10 14:01,2015-6-10 14:01,2015-6-10 14:02,2015-6-10 14:02,II道
G1140,2015-06-10,英德西,2015-6-10 14:07,2015-6-10 14:07,2015-6-10 14:08,2015-6-10 14:08,II道
G1018,2015-06-10,英德西,2015-6-10 14:21,2015-6-10 14:21,2015-6-10 14:24,2015-6-10 14:24,II道
G6020,2015-06-10,英德西,2015-6-10 14:30,2015-6-10 14:33,2015-6-10 14:32,2015-6-10 14:34,4道
G1406,2015-06-10,英德西,2015-6-10 14:39,2015-6-10 14:39,2015-6-10 14:42,2015-6-10 14:42,II道
G312,2015-06-10,英德西,2015-6-10 14:45,2015-6-10 14:45,2015-6-10 14:47,2015-6-10 14:47,II道
G544,2015-06-10,英德西,2015-6-10 15:05,2015-6-10 15:05,2015-6-10 15:07,2015-6-10 15:07,II道
G1136,2015-06-10,英德西,2015-6-10 15:11,2015-6-10 15:11,2015-6-10 15:12,2015-6-10 15:12,II道
G822,2015-06-10,英德西,2015-6-10 15:24,2015-6-10 15:24,2015-6-10 15:26,2015-6-10 15:26,II道
G826,2015-06-10,英德西,2015-6-10 15:32,2015-6-10 15:34,2015-6-10 15:33,2015-6-10 15:35,4道
G70,2015-06-10,英德西,2015-6-10 15:44,2015-6-10 15:44,2015-6-10 15:44,2015-6-10 15:44,II道
G840,2015-06-10,英德西,2015-6-10 15:50,2015-6-10 15:50,2015-6-10 15:52,2015-6-10 15:52,II道
G1010,2015-06-10,英德西,2015-6-10 15:57,2015-6-10 15:57,2015-6-10 15:59,2015-6-10 15:59,II道
G6146,2015-06-10,英德西,2015-6-10 16:04,2015-6-10 16:04,2015-6-10 16:06,2015-6-10 16:06,II道
G6142,2015-06-10,英德西,2015-6-10 16:12,2015-6-10 16:12,2015-6-10 16:12,2015-6-10 16:12,II道
G6120,2015-06-10,英德西,2015-6-10 16:19,2015-6-10 16:19,2015-6-10 16:19,2015-6-10 16:19,II道
G1004,2015-06-10,英德西,2015-6-10 16:31,2015-6-10 16:31,2015-6-10 16:33,2015-6-10 16:33,II道
G72,2015-06-10,英德西,2015-6-10 16:35,2015-6-10 16:35,2015-6-10 16:38,2015-6-10 16:38,II道
G6132,2015-06-10,英德西,2015-6-10 16:45,2015-6-10 16:46,2015-6-10 16:48,2015-6-10 16:50,4道
G818,2015-06-10,英德西,2015-6-10 17:02,2015-6-10 17:02,2015-6-10 17:03,2015-6-10 17:03,II道
G6104,2015-06-10,英德西,2015-6-10 17:07,2015-6-10 17:07,2015-6-10 17:08,2015-6-10 17:08,II道
G554,2015-06-10,英德西,2015-6-10 17:14,2015-6-10 17:14,2015-6-10 17:15,2015-6-10 17:15,II道
G78,2015-06-10,英德西,2015-6-10 17:22,2015-6-10 17:24,2015-6-10 17:23,2015-6-10 17:25,4道
G1138,2015-06-10,英德西,2015-6-10 17:30,2015-6-10 17:30,2015-6-10 17:32,2015-6-10 17:32,II道
G632,2015-06-10,英德西,2015-6-10 17:39,2015-6-10 17:41,2015-6-10 17:41,2015-6-10 17:43,4道
G6110,2015-06-10,英德西,2015-6-10 17:51,2015-6-10 17:51,2015-6-10 17:52,2015-6-10 17:52,II道
G1012,2015-06-10,英德西,2015-6-10 17:58,2015-6-10 17:58,2015-6-10 17:57,2015-6-10 17:57,II道
G1020,2015-06-10,英德西,2015-6-10 18:02,2015-6-10 18:02,2015-6-10 18:03,2015-6-10 18:03,II道
G1102,2015-06-10,英德西,2015-6-10 18:19,2015-6-10 18:19,2015-6-10 18:20,2015-6-10 18:20,II道
G1022,2015-06-10,英德西,2015-6-10 18:25,2015-6-10 18:25,2015-6-10 18:26,2015-6-10 18:26,II道
G6108,2015-06-10,英德西,2015-6-10 18:35,2015-6-10 18:35,2015-6-10 18:37,2015-6-10 18:37,II道
G634,2015-06-10,英德西,2015-6-10 18:41,2015-6-10 18:41,2015-6-10 18:43,2015-6-10 18:43,II道
G6118,2015-06-10,英德西,2015-6-10 18:47,2015-6-10 18:47,2015-6-10 18:50,2015-6-10 18:50,II道
G6016,2015-06-10,英德西,2015-6-10 19:09,2015-6-10 19:09,2015-6-10 19:10,2015-6-10 19:10,II道
G80,2015-06-10,英德西,2015-6-10 19:32,2015-6-10 19:32,2015-6-10 19:33,2015-6-10 19:33,II道
G552,2015-06-10,英德西,2015-6-10 19:45,2015-6-10 19:45,2015-6-10 19:46,2015-6-10 19:46,II道
G548,2015-06-10,英德西,2015-6-10 19:53,2015-6-10 19:53,2015-6-10 19:53,2015-6-10 19:53,II道
G542,2015-06-10,英德西,2015-6-10 20:24,2015-6-10 20:24,2015-6-10 20:21,2015-6-10 20:21,II道
G6018,2015-06-10,英德西,2015-6-10 20:31,2015-6-10 20:31,2015-6-10 20:27,2015-6-10 20:27,II道
G1112,2015-06-10,英德西,2015-6-10 21:15,2015-6-10 21:17,2015-6-10 21:16,2015-6-10 21:18,4道
G94,2015-06-10,英德西,2015-6-10 21:32,2015-6-10 21:32,2015-6-10 21:33,2015-6-10 21:33,II道
G1108,2015-06-11,英德西,2015-6-11 7:08,2015-6-11 7:08,2015-6-11 7:09,2015-6-11 7:09,II道
G638,2015-06-11,英德西,2015-6-11 7:19,2015-6-11 7:19,2015-6-11 7:20,2015-6-11 7:20,II道
G1132,2015-06-11,英德西,2015-6-11 7:31,2015-6-11 7:31,2015-6-11 7:33,2015-6-11 7:33,II道
G1002,2015-06-11,英德西,2015-6-11 7:38,2015-6-11 7:38,2015-6-11 7:39,2015-6-11 7:39,II道
G1128,2015-06-11,英德西,2015-6-11 7:50,2015-6-11 7:50,2015-6-11 7:51,2015-6-11 7:51,II道
G1104,2015-06-11,英德西,2015-6-11 7:55,2015-6-11 7:55,2015-6-11 7:56,2015-6-11 7:56,II道
G1118,2015-06-11,英德西,2015-6-11 8:04,2015-6-11 8:04,2015-6-11 8:06,2015-6-11 8:06,II道
G1306,2015-06-11,英德西,2015-6-11 8:10,2015-6-11 8:10,2015-6-11 8:13,2015-6-11 8:13,II道
G1134,2015-06-11,英德西,2015-6-11 8:17,2015-6-11 8:17,2015-6-11 8:19,2015-6-11 8:19,II道
G76,2015-06-11,英德西,2015-6-11 8:24,2015-6-11 8:24,2015-6-11 8:26,2015-6-11 8:26,II道
G6002,2015-06-11,英德西,2015-6-11 8:33,2015-6-11 8:33,2015-6-11 8:33,2015-6-11 8:33,II道
G1110,2015-06-11,英德西,2015-6-11 8:49,2015-6-11 8:49,2015-6-11 8:51,2015-6-11 8:51,II道
G6106,2015-06-11,英德西,2015-6-11 8:57,2015-6-11 8:57,2015-6-11 8:57,2015-6-11 8:57,II道
G66,2015-06-11,英德西,2015-6-11 9:00,2015-6-11 9:00,2015-6-11 9:01,2015-6-11 9:01,II道
G1106,2015-06-11,英德西,2015-6-11 9:07,2015-6-11 9:07,2015-6-11 9:08,2015-6-11 9:08,II道
G276,2015-06-11,英德西,2015-6-11 9:16,2015-6-11 9:18,2015-6-11 9:17,2015-6-11 9:19,4道
G1016,2015-06-11,英德西,2015-6-11 9:26,2015-6-11 9:26,2015-6-11 9:28,2015-6-11 9:28,II道
G1114,2015-06-11,英德西,2015-6-11 9:31,2015-6-11 9:31,2015-6-11 9:34,2015-6-11 9:34,II道
G836,2015-06-11,英德西,2015-6-11 9:37,2015-6-11 9:37,2015-6-11 9:40,2015-6-11 9:40,II道
G1032,2015-06-11,英德西,2015-6-11 9:47,2015-6-11 9:47,2015-6-11 9:48,2015-6-11 9:48,II道
G6024,2015-06-11,英德西,2015-6-11 9:55,2015-6-11 9:56,2015-6-11 9:56,2015-6-11 9:58,4道
G1006,2015-06-11,英德西,2015-6-11 10:05,2015-6-11 10:05,2015-6-11 10:06,2015-6-11 10:06,II道
G6116,2015-06-11,英德西,2015-6-11 10:11,2015-6-11 10:11,2015-6-11 10:12,2015-6-11 10:12,II道
G832,2015-06-11,英德西,2015-6-11 10:21,2015-6-11 10:22,2015-6-11 10:22,2015-6-11 10:24,4道
G6012,2015-06-11,英德西,2015-6-11 10:31,2015-6-11 10:31,2015-6-11 10:33,2015-6-11 10:33,II道
G74,2015-06-11,英德西,2015-6-11 10:36,2015-6-11 10:36,2015-6-11 10:38,2015-6-11 10:38,II道
G636,2015-06-11,英德西,2015-6-11 10:44,2015-6-11 10:44,2015-6-11 10:45,2015-6-11 10:45,II道
G86,2015-06-11,英德西,2015-6-11 10:51,2015-6-11 10:53,2015-6-11 10:52,2015-6-11 10:54,4道
G1402,2015-06-11,英德西,2015-6-11 11:02,2015-6-11 11:02,2015-6-11 11:03,2015-6-11 11:03,II道
G6122,2015-06-11,英德西,2015-6-11 11:06,2015-6-11 11:06,2015-6-11 11:08,2015-6-11 11:08,II道
G532,2015-06-11,英德西,2015-6-11 11:11,2015-6-11 11:11,2015-6-11 11:13,2015-6-11 11:13,II道
G1404,2015-06-11,英德西,2015-6-11 11:25,2015-6-11 11:25,2015-6-11 11:25,2015-6-11 11:25,II道
G1014,2015-06-11,英德西,2015-6-11 11:30,2015-6-11 11:30,2015-6-11 11:30,2015-6-11 11:30,II道
G280,2015-06-11,英德西,2015-6-11 11:37,2015-6-11 11:39,2015-6-11 11:38,2015-6-11 11:40,4道
G6112,2015-06-11,英德西,2015-6-11 11:47,2015-6-11 11:47,2015-6-11 11:48,2015-6-11 11:48,II道
G96,2015-06-11,英德西,2015-6-11 11:55,2015-6-11 11:55,2015-6-11 11:56,2015-6-11 11:56,II道
G6152,2015-06-11,英德西,2015-6-11 12:03,2015-6-11 12:03,2015-6-11 12:03,2015-6-11 12:03,II道
G6014,2015-06-11,英德西,2015-6-11 12:20,2015-6-11 12:20,2015-6-11 12:21,2015-6-11 12:21,II道
G1008,2015-06-11,英德西,2015-6-11 12:26,2015-6-11 12:26,2015-6-11 12:27,2015-6-11 12:27,II道
G6114,2015-06-11,英德西,2015-6-11 12:32,2015-6-11 12:32,2015-6-11 12:33,2015-6-11 12:33,II道
G1304,2015-06-11,英德西,2015-6-11 12:41,2015-6-11 12:42,2015-6-11 12:41,2015-6-11 12:43,4道
G68,2015-06-11,英德西,2015-6-11 12:48,2015-6-11 12:48,2015-6-11 12:50,2015-6-11 12:50,II道
G1126,2015-06-11,英德西,2015-6-11 12:57,2015-6-11 12:57,2015-6-11 12:57,2015-6-11 12:57,II道
G1130,2015-06-11,英德西,2015-6-11 13:01,2015-6-11 13:01,2015-6-11 13:03,2015-6-11 13:03,II道
G6026,2015-06-11,英德西,2015-6-11 13:16,2015-6-11 13:16,2015-6-11 13:17,2015-6-11 13:17,II道
G6022,2015-06-11,英德西,2015-6-11 13:22,2015-6-11 13:22,2015-6-11 13:23,2015-6-11 13:23,II道
G1120,2015-06-11,英德西,2015-6-11 13:42,2015-6-11 13:42,2015-6-11 13:44,2015-6-11 13:44,II道
G1302,2015-06-11,英德西,2015-6-11 13:50,2015-6-11 13:50,2015-6-11 13:50,2015-6-11 13:50,II道
